index,reason,DATETIME,ENTITY_DESCRIPTION_SHORT
14590,negative value in TIME_TO_PARADE_1=-150.0,2022-06-03 20:00:00,Flying Coaster
14597,negative value in TIME_TO_PARADE_1=-15.0,2019-03-01 17:15:00,Flying Coaster
14601,negative value in TIME_TO_PARADE_1=-135.0,2019-08-30 19:45:00,Water Ride
14605,negative value in TIME_TO_PARADE_1=-105.0,2022-05-25 19:15:00,Flying Coaster
14618,negative value in TIME_TO_PARADE_1=-45.0,2022-08-03 18:15:00,Flying Coaster
14647,negative value in TIME_TO_PARADE_1=-45.0,2022-04-23 18:15:00,Water Ride
14650,negative value in TIME_TO_PARADE_1=-75.0,2019-04-29 18:45:00,Flying Coaster
14653,negative value in TIME_TO_PARADE_1=-195.0,2022-08-09 20:45:00,Flying Coaster
14670,negative value in TIME_TO_PARADE_1=-150.0,2022-08-15 20:00:00,Water Ride
14679,negative value in TIME_TO_PARADE_1=-45.0,2022-06-27 18:15:00,Flying Coaster
14700,negative value in TIME_TO_PARADE_1=-150.0,2022-07-05 20:00:00,Water Ride
14704,negative value in TIME_TO_PARADE_1=-30.0,2019-10-31 17:00:00,Flying Coaster
14715,negative value in TIME_TO_PARADE_1=-135.0,2022-05-12 19:45:00,Pirate Ship
14718,negative value in TIME_TO_PARADE_1=-135.0,2022-06-02 19:45:00,Water Ride
14720,negative value in TIME_TO_PARADE_1=-150.0,2022-05-23 20:00:00,Flying Coaster
14723,negative value in TIME_TO_PARADE_1=-165.0,2022-04-28 20:15:00,Flying Coaster
14730,negative value in TIME_TO_PARADE_1=-180.0,2019-09-13 20:30:00,Flying Coaster
14751,negative value in TIME_TO_PARADE_1=-105.0,2019-10-27 19:15:00,Flying Coaster
14757,negative value in TIME_TO_PARADE_1=-105.0,2019-10-12 19:15:00,Flying Coaster
14765,negative value in TIME_TO_PARADE_1=-60.0,2022-08-15 18:30:00,Pirate Ship
14772,negative value in TIME_TO_PARADE_1=-195.0,2022-05-23 20:45:00,Pirate Ship
14776,negative value in TIME_TO_PARADE_1=-90.0,2019-01-05 18:30:00,Water Ride
14777,negative value in TIME_TO_PARADE_1=-75.0,2022-08-15 18:45:00,Water Ride
14780,negative value in TIME_TO_PARADE_1=-45.0,2022-07-24 18:15:00,Pirate Ship
14800,negative value in TIME_TO_PARADE_1=-120.0,2018-11-10 19:00:00,Water Ride
14801,negative value in TIME_TO_PARADE_1=-90.0,2019-08-12 19:00:00,Flying Coaster
14806,negative value in TIME_TO_PARADE_1=-75.0,2022-04-03 18:45:00,Flying Coaster
14817,negative value in TIME_TO_PARADE_1=-75.0,2019-08-12 18:45:00,Water Ride
14818,negative value in TIME_TO_PARADE_1=-375.0,2018-11-17 18:15:00,Water Ride
14822,negative value in TIME_TO_PARADE_1=-75.0,2018-12-06 18:15:00,Flying Coaster
14825,negative value in TIME_TO_PARADE_1=-150.0,2018-12-14 19:30:00,Flying Coaster
14835,negative value in TIME_TO_PARADE_1=-30.0,2019-08-14 18:00:00,Water Ride
14838,negative value in TIME_TO_PARADE_1=-150.0,2019-05-31 20:00:00,Water Ride
14847,negative value in TIME_TO_PARADE_1=-45.0,2022-05-25 18:15:00,Water Ride
14853,negative value in TIME_TO_PARADE_1=-45.0,2019-08-30 18:15:00,Water Ride
14856,negative value in TIME_TO_PARADE_1=-195.0,2019-05-24 20:45:00,Flying Coaster
14865,negative value in TIME_TO_PARADE_1=-60.0,2022-05-29 18:30:00,Flying Coaster
14872,negative value in TIME_TO_PARADE_1=-105.0,2022-04-28 19:15:00,Flying Coaster
14873,negative value in TIME_TO_PARADE_1=-75.0,2019-04-18 18:45:00,Water Ride
14890,negative value in TIME_TO_PARADE_1=-60.0,2019-05-22 18:30:00,Water Ride
14894,negative value in TIME_TO_PARADE_1=-30.0,2019-12-22 17:30:00,Pirate Ship
14910,negative value in TIME_TO_PARADE_1=-45.0,2022-04-27 18:15:00,Water Ride
14915,negative value in TIME_TO_PARADE_1=-105.0,2022-08-13 19:15:00,Flying Coaster
14940,negative value in TIME_TO_PARADE_1=-195.0,2022-05-08 20:45:00,Flying Coaster
14945,negative value in TIME_TO_PARADE_1=-135.0,2022-05-29 19:45:00,Pirate Ship
14952,negative value in TIME_TO_PARADE_1=-45.0,2020-03-10 17:45:00,Pirate Ship
14964,negative value in TIME_TO_PARADE_1=-15.0,2019-07-19 17:45:00,Water Ride
14980,negative value in TIME_TO_PARADE_1=-195.0,2019-07-28 20:45:00,Flying Coaster
14992,negative value in TIME_TO_PARADE_1=-135.0,2022-06-27 19:45:00,Flying Coaster
14998,negative value in TIME_TO_PARADE_1=-105.0,2022-04-11 19:15:00,Flying Coaster
15007,negative value in TIME_TO_PARADE_1=-60.0,2019-10-28 18:30:00,Flying Coaster
15024,negative value in TIME_TO_PARADE_1=-15.0,2019-09-27 18:45:00,Flying Coaster
15031,negative value in TIME_TO_PARADE_1=-15.0,2019-07-01 17:45:00,Water Ride
15048,negative value in TIME_TO_PARADE_1=-75.0,2018-10-07 18:45:00,Pirate Ship
15058,negative value in TIME_TO_PARADE_1=-45.0,2022-05-07 18:15:00,Pirate Ship
15066,negative value in TIME_TO_PARADE_1=-135.0,2019-09-21 19:45:00,Flying Coaster
15093,negative value in TIME_TO_PARADE_1=-60.0,2022-04-03 18:30:00,Flying Coaster
15108,negative value in TIME_TO_PARADE_1=-105.0,2019-08-17 19:15:00,Water Ride
15117,negative value in TIME_TO_PARADE_1=-30.0,2019-12-20 17:30:00,Pirate Ship
15118,negative value in TIME_TO_PARADE_1=-135.0,2019-04-29 19:45:00,Flying Coaster
15121,negative value in TIME_TO_PARADE_1=-75.0,2018-10-07 18:45:00,Flying Coaster
15124,negative value in TIME_TO_PARADE_1=-15.0,2022-05-08 17:45:00,Flying Coaster
15126,negative value in TIME_TO_PARADE_1=-90.0,2019-07-08 19:00:00,Water Ride
15139,negative value in TIME_TO_PARADE_1=-30.0,2022-08-03 18:00:00,Pirate Ship
15143,negative value in TIME_TO_PARADE_1=-15.0,2020-03-09 17:15:00,Pirate Ship
15147,negative value in TIME_TO_PARADE_1=-90.0,2019-06-08 19:00:00,Water Ride
15148,negative value in TIME_TO_PARADE_1=-120.0,2019-05-16 19:30:00,Water Ride
15149,negative value in TIME_TO_PARADE_1=-150.0,2019-05-04 20:00:00,Flying Coaster
15172,negative value in TIME_TO_PARADE_1=-75.0,2022-07-22 18:45:00,Flying Coaster
15189,negative value in TIME_TO_PARADE_1=-105.0,2019-10-05 19:15:00,Flying Coaster
15205,negative value in TIME_TO_PARADE_1=-120.0,2019-07-04 19:30:00,Flying Coaster
15207,negative value in TIME_TO_PARADE_1=-15.0,2019-07-11 17:45:00,Flying Coaster
15216,negative value in TIME_TO_PARADE_1=-45.0,2019-09-12 18:15:00,Water Ride
15236,negative value in TIME_TO_PARADE_1=-135.0,2019-10-20 19:45:00,Flying Coaster
15242,negative value in TIME_TO_PARADE_1=-45.0,2019-09-13 18:15:00,Flying Coaster
15247,negative value in TIME_TO_PARADE_1=-180.0,2019-07-31 20:30:00,Flying Coaster
15251,negative value in TIME_TO_PARADE_1=-195.0,2019-10-31 19:45:00,Water Ride
15259,negative value in TIME_TO_PARADE_1=-30.0,2018-11-04 18:00:00,Pirate Ship
15260,negative value in TIME_TO_PARADE_1=-195.0,2019-07-11 20:45:00,Flying Coaster
15269,negative value in TIME_TO_PARADE_1=-90.0,2019-12-20 18:30:00,Pirate Ship
15270,negative value in TIME_TO_PARADE_1=-120.0,2018-12-08 19:00:00,Flying Coaster
15271,negative value in TIME_TO_PARADE_1=-15.0,2019-07-11 17:45:00,Water Ride
15276,negative value in TIME_TO_PARADE_1=-135.0,2022-04-11 19:45:00,Pirate Ship
15283,negative value in TIME_TO_PARADE_1=-15.0,2019-03-30 17:45:00,Flying Coaster
15287,negative value in TIME_TO_PARADE_1=-90.0,2022-07-08 19:00:00,Flying Coaster
15297,negative value in TIME_TO_PARADE_1=-15.0,2019-09-02 17:45:00,Water Ride
15325,negative value in TIME_TO_PARADE_1=-135.0,2022-04-10 19:45:00,Pirate Ship
15329,negative value in TIME_TO_PARADE_1=-135.0,2022-04-08 19:45:00,Water Ride
15331,negative value in TIME_TO_PARADE_1=-30.0,2019-11-22 17:30:00,Flying Coaster
15340,negative value in TIME_TO_PARADE_1=-45.0,2019-11-10 17:45:00,Flying Coaster
15345,negative value in TIME_TO_PARADE_1=-105.0,2019-08-01 19:15:00,Water Ride
15354,negative value in TIME_TO_PARADE_1=-15.0,2020-02-15 17:15:00,Water Ride
15358,negative value in TIME_TO_PARADE_1=-15.0,2020-02-15 17:15:00,Flying Coaster
15380,negative value in TIME_TO_PARADE_1=-30.0,2019-12-17 17:30:00,Water Ride
15382,negative value in TIME_TO_PARADE_1=-135.0,2019-04-07 19:45:00,Flying Coaster
15397,negative value in TIME_TO_PARADE_1=-135.0,2018-12-19 18:15:00,Flying Coaster
15416,negative value in TIME_TO_PARADE_1=-105.0,2018-12-23 18:45:00,Water Ride
15421,negative value in TIME_TO_PARADE_1=-90.0,2019-12-23 18:30:00,Flying Coaster
15423,negative value in TIME_TO_PARADE_1=-30.0,2019-07-03 18:00:00,Water Ride
15425,negative value in TIME_TO_PARADE_1=-45.0,2019-05-11 18:15:00,Flying Coaster
15426,negative value in TIME_TO_PARADE_1=-120.0,2019-06-22 19:30:00,Water Ride
15431,negative value in TIME_TO_PARADE_1=-420.0,2018-11-17 19:00:00,Water Ride
15444,negative value in TIME_TO_PARADE_1=-30.0,2019-08-28 18:00:00,Flying Coaster
15452,negative value in TIME_TO_PARADE_1=-75.0,2019-10-12 18:45:00,Flying Coaster
15453,negative value in TIME_TO_PARADE_1=-15.0,2019-06-03 17:45:00,Water Ride
15454,negative value in TIME_TO_PARADE_1=-105.0,2019-05-24 19:15:00,Water Ride
15456,negative value in TIME_TO_PARADE_1=-75.0,2022-07-31 18:45:00,Water Ride
15458,negative value in TIME_TO_PARADE_1=-105.0,2019-11-17 18:45:00,Flying Coaster
15459,negative value in TIME_TO_PARADE_1=-75.0,2020-01-11 17:45:00,Flying Coaster
15461,negative value in TIME_TO_PARADE_1=-195.0,2022-08-15 20:45:00,Pirate Ship
15471,negative value in TIME_TO_PARADE_1=-165.0,2019-12-20 19:45:00,Water Ride
15493,negative value in TIME_TO_PARADE_1=-60.0,2022-04-10 18:30:00,Flying Coaster
15511,negative value in TIME_TO_PARADE_1=-30.0,2019-04-06 18:00:00,Water Ride
15516,negative value in TIME_TO_PARADE_1=-45.0,2018-10-09 18:15:00,Pirate Ship
15525,negative value in TIME_TO_PARADE_1=-195.0,2022-08-12 20:45:00,Pirate Ship
15537,negative value in TIME_TO_PARADE_1=-195.0,2022-07-19 20:45:00,Pirate Ship
15550,negative value in TIME_TO_PARADE_1=-30.0,2018-10-12 18:00:00,Pirate Ship
15559,negative value in TIME_TO_PARADE_1=-165.0,2022-07-02 20:15:00,Flying Coaster
15560,negative value in TIME_TO_PARADE_1=-135.0,2019-05-01 19:45:00,Flying Coaster
15564,negative value in TIME_TO_PARADE_1=-135.0,2019-06-11 19:45:00,Water Ride
15565,negative value in TIME_TO_PARADE_1=-45.0,2018-10-29 18:15:00,Flying Coaster
15572,negative value in TIME_TO_PARADE_1=-45.0,2022-04-23 18:15:00,Pirate Ship
15575,negative value in TIME_TO_PARADE_1=-15.0,2019-08-03 17:45:00,Flying Coaster
15580,negative value in TIME_TO_PARADE_1=-180.0,2022-05-03 20:30:00,Flying Coaster
15584,negative value in TIME_TO_PARADE_1=-180.0,2019-05-10 20:30:00,Flying Coaster
15585,negative value in TIME_TO_PARADE_1=-150.0,2022-08-11 20:00:00,Pirate Ship
15594,negative value in TIME_TO_PARADE_1=-60.0,2022-08-02 18:30:00,Pirate Ship
15601,negative value in TIME_TO_PARADE_1=-165.0,2019-05-14 20:15:00,Flying Coaster
15602,negative value in TIME_TO_PARADE_1=-75.0,2019-07-08 18:45:00,Flying Coaster
15604,negative value in TIME_TO_PARADE_1=-195.0,2019-07-13 20:45:00,Flying Coaster
15606,negative value in TIME_TO_PARADE_1=-45.0,2022-05-30 18:15:00,Water Ride
15609,negative value in TIME_TO_PARADE_1=-75.0,2019-06-10 18:45:00,Water Ride
15621,negative value in TIME_TO_PARADE_1=-195.0,2022-06-26 20:45:00,Flying Coaster
15627,negative value in TIME_TO_PARADE_1=-135.0,2022-05-28 19:45:00,Flying Coaster
15646,negative value in TIME_TO_PARADE_1=-90.0,2019-07-06 19:00:00,Flying Coaster
15650,negative value in TIME_TO_PARADE_1=-75.0,2019-07-25 18:45:00,Flying Coaster
15656,negative value in TIME_TO_PARADE_1=-30.0,2018-10-10 18:00:00,Pirate Ship
15664,negative value in TIME_TO_PARADE_1=-165.0,2019-08-13 20:15:00,Flying Coaster
15667,negative value in TIME_TO_PARADE_1=-90.0,2022-07-31 19:00:00,Water Ride
15676,negative value in TIME_TO_PARADE_1=-45.0,2020-02-02 17:15:00,Water Ride
15681,negative value in TIME_TO_PARADE_1=-30.0,2020-03-09 17:30:00,Flying Coaster
15691,negative value in TIME_TO_PARADE_1=-195.0,2022-06-08 20:45:00,Pirate Ship
15700,negative value in TIME_TO_PARADE_1=-135.0,2019-12-25 19:15:00,Pirate Ship
15701,negative value in TIME_TO_PARADE_1=-150.0,2022-05-15 20:00:00,Pirate Ship
15704,negative value in TIME_TO_PARADE_1=-15.0,2020-03-11 17:15:00,Flying Coaster
15709,negative value in TIME_TO_PARADE_1=-90.0,2022-07-21 19:00:00,Water Ride
15718,negative value in TIME_TO_PARADE_1=-90.0,2019-01-04 18:30:00,Flying Coaster
15721,negative value in TIME_TO_PARADE_1=-135.0,2022-07-21 19:45:00,Water Ride
15737,negative value in TIME_TO_PARADE_1=-165.0,2022-06-05 20:15:00,Flying Coaster
15744,negative value in TIME_TO_PARADE_1=-15.0,2022-05-20 17:45:00,Water Ride
15746,negative value in TIME_TO_PARADE_1=-135.0,2020-03-07 19:15:00,Flying Coaster
15754,negative value in TIME_TO_PARADE_1=-120.0,2022-06-12 19:30:00,Water Ride
15756,negative value in TIME_TO_PARADE_1=-60.0,2019-04-28 18:30:00,Flying Coaster
15760,negative value in TIME_TO_PARADE_1=-195.0,2019-01-05 20:15:00,Flying Coaster
15765,negative value in TIME_TO_PARADE_1=-75.0,2019-05-02 18:45:00,Water Ride
15766,negative value in TIME_TO_PARADE_1=-60.0,2019-09-02 18:30:00,Flying Coaster
15776,negative value in TIME_TO_PARADE_1=-150.0,2019-07-27 20:00:00,Water Ride
15777,negative value in TIME_TO_PARADE_1=-195.0,2022-04-03 20:45:00,Flying Coaster
15779,negative value in TIME_TO_PARADE_1=-15.0,2022-06-10 17:45:00,Flying Coaster
15783,negative value in TIME_TO_PARADE_1=-60.0,2022-07-04 18:30:00,Pirate Ship
15788,negative value in TIME_TO_PARADE_1=-135.0,2022-05-26 19:45:00,Pirate Ship
15823,negative value in TIME_TO_PARADE_1=-135.0,2022-07-04 19:45:00,Water Ride
15824,negative value in TIME_TO_PARADE_1=-165.0,2019-08-05 20:15:00,Water Ride
15835,negative value in TIME_TO_PARADE_1=-75.0,2018-12-07 18:15:00,Flying Coaster
15842,negative value in TIME_TO_PARADE_1=-75.0,2018-11-18 18:15:00,Flying Coaster
15845,negative value in TIME_TO_PARADE_1=-75.0,2019-01-01 18:15:00,Water Ride
15860,negative value in TIME_TO_PARADE_1=-45.0,2022-04-10 18:15:00,Flying Coaster
15874,negative value in TIME_TO_PARADE_1=-30.0,2019-07-25 18:00:00,Flying Coaster
15875,negative value in TIME_TO_PARADE_1=-135.0,2022-04-10 19:45:00,Flying Coaster
15883,negative value in TIME_TO_PARADE_1=-135.0,2022-05-30 19:45:00,Flying Coaster
15892,negative value in TIME_TO_PARADE_1=-150.0,2022-05-11 20:00:00,Flying Coaster
15901,negative value in TIME_TO_PARADE_1=-15.0,2022-07-24 17:45:00,Pirate Ship
15908,negative value in TIME_TO_PARADE_1=-120.0,2022-04-09 19:30:00,Pirate Ship
15912,negative value in TIME_TO_PARADE_1=-75.0,2022-08-03 18:45:00,Water Ride
15921,negative value in TIME_TO_PARADE_1=-60.0,2019-05-18 18:30:00,Flying Coaster
15927,negative value in TIME_TO_PARADE_1=-60.0,2019-07-09 18:30:00,Water Ride
15943,negative value in TIME_TO_PARADE_1=-60.0,2018-10-14 18:30:00,Pirate Ship
15946,negative value in TIME_TO_PARADE_1=-15.0,2019-02-23 17:15:00,Flying Coaster
15948,negative value in TIME_TO_PARADE_1=-60.0,2020-02-24 18:00:00,Pirate Ship
15954,negative value in TIME_TO_PARADE_1=-150.0,2022-07-18 20:00:00,Water Ride
15960,negative value in TIME_TO_PARADE_1=-75.0,2020-02-17 18:15:00,Pirate Ship
15974,negative value in TIME_TO_PARADE_1=-195.0,2019-05-31 20:45:00,Flying Coaster
15980,negative value in TIME_TO_PARADE_1=-120.0,2019-05-30 19:30:00,Water Ride
15986,negative value in TIME_TO_PARADE_1=-90.0,2022-05-15 19:00:00,Water Ride
15995,negative value in TIME_TO_PARADE_1=-15.0,2018-10-05 17:45:00,Flying Coaster
15997,negative value in TIME_TO_PARADE_1=-105.0,2022-06-13 19:15:00,Flying Coaster
16017,negative value in TIME_TO_PARADE_1=-195.0,2019-08-07 20:45:00,Flying Coaster
16023,negative value in TIME_TO_PARADE_1=-90.0,2019-09-15 19:00:00,Flying Coaster
16025,negative value in TIME_TO_PARADE_1=-15.0,2022-07-08 17:45:00,Water Ride
16030,negative value in TIME_TO_PARADE_1=-60.0,2019-07-26 18:30:00,Water Ride
16032,negative value in TIME_TO_PARADE_1=-105.0,2019-06-10 19:15:00,Water Ride
16043,negative value in TIME_TO_PARADE_1=-60.0,2019-12-08 18:00:00,Flying Coaster
16045,negative value in TIME_TO_PARADE_1=-435.0,2018-11-17 19:15:00,Flying Coaster
16054,negative value in TIME_TO_PARADE_1=-60.0,2022-04-01 18:30:00,Flying Coaster
16059,negative value in TIME_TO_PARADE_1=-75.0,2022-05-28 18:45:00,Flying Coaster
16061,negative value in TIME_TO_PARADE_1=-135.0,2019-07-26 19:45:00,Flying Coaster
16092,negative value in TIME_TO_PARADE_1=-45.0,2022-05-20 18:15:00,Flying Coaster
16105,negative value in TIME_TO_PARADE_1=-165.0,2019-06-21 20:15:00,Water Ride
16108,negative value in TIME_TO_PARADE_1=-60.0,2020-02-18 18:00:00,Flying Coaster
16119,negative value in TIME_TO_PARADE_1=-150.0,2019-04-25 20:00:00,Flying Coaster
16135,negative value in TIME_TO_PARADE_1=-195.0,2019-08-17 20:45:00,Flying Coaster
16147,negative value in TIME_TO_PARADE_1=-15.0,2019-07-26 17:45:00,Water Ride
16161,negative value in TIME_TO_PARADE_1=-165.0,2018-12-30 19:45:00,Flying Coaster
16162,negative value in TIME_TO_PARADE_1=-195.0,2022-05-13 20:45:00,Pirate Ship
16166,negative value in TIME_TO_PARADE_1=-150.0,2018-11-01 20:00:00,Flying Coaster
16180,negative value in TIME_TO_PARADE_1=-120.0,2022-04-07 19:30:00,Flying Coaster
16182,negative value in TIME_TO_PARADE_1=-60.0,2018-12-29 18:00:00,Water Ride
16184,negative value in TIME_TO_PARADE_1=-45.0,2022-05-26 18:15:00,Flying Coaster
16185,negative value in TIME_TO_PARADE_1=-120.0,2019-05-15 19:30:00,Flying Coaster
16190,negative value in TIME_TO_PARADE_1=-180.0,2022-05-13 20:30:00,Pirate Ship
16195,negative value in TIME_TO_PARADE_1=-180.0,2022-07-31 20:30:00,Pirate Ship
16202,negative value in TIME_TO_PARADE_1=-45.0,2022-05-07 18:15:00,Flying Coaster
16247,negative value in TIME_TO_PARADE_1=-120.0,2022-06-27 19:30:00,Flying Coaster
16257,negative value in TIME_TO_PARADE_1=-90.0,2019-05-07 19:00:00,Water Ride
16264,negative value in TIME_TO_PARADE_1=-30.0,2018-12-08 17:30:00,Water Ride
16265,negative value in TIME_TO_PARADE_1=-195.0,2022-04-24 20:45:00,Flying Coaster
16266,negative value in TIME_TO_PARADE_1=-15.0,2022-04-10 17:45:00,Flying Coaster
16274,negative value in TIME_TO_PARADE_1=-15.0,2022-05-25 17:45:00,Pirate Ship
16276,negative value in TIME_TO_PARADE_1=-15.0,2019-12-26 17:15:00,Water Ride
16283,negative value in TIME_TO_PARADE_1=-60.0,2022-05-24 18:30:00,Flying Coaster
16289,negative value in TIME_TO_PARADE_1=-165.0,2022-06-25 20:15:00,Pirate Ship
16294,negative value in TIME_TO_PARADE_1=-165.0,2019-08-23 20:15:00,Flying Coaster
16300,negative value in TIME_TO_PARADE_1=-15.0,2020-02-02 16:45:00,Water Ride
16307,negative value in TIME_TO_PARADE_1=-30.0,2019-08-01 18:00:00,Flying Coaster
16321,negative value in TIME_TO_PARADE_1=-150.0,2019-08-14 20:00:00,Water Ride
16326,negative value in TIME_TO_PARADE_1=-30.0,2022-08-12 18:00:00,Flying Coaster
16332,negative value in TIME_TO_PARADE_1=-120.0,2022-05-12 19:30:00,Flying Coaster
16339,negative value in TIME_TO_PARADE_1=-15.0,2019-02-02 16:45:00,Water Ride
16340,negative value in TIME_TO_PARADE_1=-60.0,2018-12-23 18:00:00,Flying Coaster
16341,negative value in TIME_TO_PARADE_1=-120.0,2022-05-25 19:30:00,Flying Coaster
16342,negative value in TIME_TO_PARADE_1=-120.0,2019-04-19 19:30:00,Flying Coaster
16348,negative value in TIME_TO_PARADE_1=-195.0,2022-06-07 20:45:00,Pirate Ship
16364,negative value in TIME_TO_PARADE_1=-60.0,2019-05-21 18:30:00,Flying Coaster
16366,negative value in TIME_TO_PARADE_1=-15.0,2019-10-20 17:45:00,Water Ride
16368,negative value in TIME_TO_PARADE_1=-90.0,2019-07-11 19:00:00,Flying Coaster
16375,negative value in TIME_TO_PARADE_1=-45.0,2019-11-24 17:45:00,Water Ride
16379,negative value in TIME_TO_PARADE_1=-165.0,2019-06-24 20:15:00,Flying Coaster
16392,negative value in TIME_TO_PARADE_1=-60.0,2022-05-12 18:30:00,Pirate Ship
16419,negative value in TIME_TO_PARADE_1=-120.0,2019-06-03 19:30:00,Water Ride
16420,negative value in TIME_TO_PARADE_1=-60.0,2022-06-06 18:30:00,Flying Coaster
16432,negative value in TIME_TO_PARADE_1=-150.0,2019-01-04 19:30:00,Flying Coaster
16435,negative value in TIME_TO_PARADE_1=-15.0,2018-12-28 17:15:00,Water Ride
16441,negative value in TIME_TO_PARADE_1=-180.0,2022-04-07 20:30:00,Pirate Ship
16454,negative value in TIME_TO_PARADE_1=-105.0,2022-07-02 19:15:00,Water Ride
16458,negative value in TIME_TO_PARADE_1=-105.0,2019-10-24 19:15:00,Flying Coaster
16460,negative value in TIME_TO_PARADE_1=-30.0,2022-07-13 18:00:00,Flying Coaster
16461,negative value in TIME_TO_PARADE_1=-60.0,2019-10-31 17:30:00,Water Ride
16464,negative value in TIME_TO_PARADE_1=-165.0,2022-06-13 20:15:00,Flying Coaster
16466,negative value in TIME_TO_PARADE_1=-75.0,2022-04-14 18:45:00,Water Ride
16470,negative value in TIME_TO_PARADE_1=-120.0,2022-05-11 19:30:00,Flying Coaster
16472,negative value in TIME_TO_PARADE_1=-255.0,2020-01-10 20:45:00,Flying Coaster
16478,negative value in TIME_TO_PARADE_1=-30.0,2020-03-12 17:30:00,Flying Coaster
16479,negative value in TIME_TO_PARADE_1=-75.0,2019-11-24 18:15:00,Flying Coaster
16485,negative value in TIME_TO_PARADE_1=-30.0,2019-01-01 17:30:00,Water Ride
16487,negative value in TIME_TO_PARADE_1=-30.0,2020-01-26 17:00:00,Flying Coaster
16503,negative value in TIME_TO_PARADE_1=-30.0,2022-07-10 18:00:00,Flying Coaster
16512,negative value in TIME_TO_PARADE_1=-120.0,2018-11-18 19:00:00,Flying Coaster
